,num,result
0,0.0,0.0
1,1.0,9.324480947154584
2,2.0,9.324480952154584
3,3.0,9.495862437918078
4,4.0,9.618122779984075
5,5.0,9.713234340025535
6,6.0,9.791089363027991
7,7.0,9.856997992096622
8,8.0,9.91414316277033
9,9.0,9.96458405497312
10,10.0,10.009729806012093
11,11.0,10.009729806012093
12,12.0,10.009729806012093
13,13.0,10.009729806012093
14,14.0,10.009729806012093
15,15.0,10.009729806012093
16,16.0,10.009729806012093
17,17.0,10.009729806012093
18,18.0,10.009729806012093
19,19.0,10.009729806012093
20,20.0,10.009729806512093
21,21.0,10.030687889748718
22,22.0,10.030687890203263
23,23.0,10.049786008079392
24,24.0,10.06807269946502
25,25.0,10.085614113238387
26,26.0,10.10246862539379
27,27.0,10.118688011022265
28,28.0,10.134318403386455
29,29.0,10.149401085048963
30,30.0,10.163973144850067
31,31.0,10.178068027068916
32,32.0,10.178068027381416
33,33.0,10.191296553284069
34,34.0,10.204130651172914
35,35.0,10.216593162688849
36,36.0,10.228705000614864
37,37.0,10.240485360765264
38,38.0,10.251951904554973
39,39.0,10.263120918482274
40,40.0,10.274007453190958
41,41.0,10.284625445148102
42,42.0,10.284625445386197
43,43.0,10.294744231073736
44,44.0,10.30463061284952
45,45.0,10.314295026573172
46,46.0,10.323747221060145
47,47.0,10.332996316542484
48,48.0,10.34205085781587
49,49.0,10.350918861203583
50,50.0,10.35960785792443
51,51.0,10.36812493156215
52,52.0,10.368124931754458
53,53.0,10.376317793886031
54,54.0,10.38435763338756
55,55.0,10.392250062351279
56,56.0,10.400000388851026
57,57.0,10.407613639529691
58,58.0,10.415094579037438
59,59.0,10.422447727806826
60,60.0,10.429677378405234
61,61.0,10.43678761071145
62,62.0,10.43678761087274
63,63.0,10.443670463950342
64,64.0,10.450444995156085
65,65.0,10.457114561287565
66,66.0,10.463682365421143
67,67.0,10.4701514662269
68,68.0,10.476524786528577
69,69.0,10.48280512126363
70,70.0,10.488995144721025
71,71.0,10.495097417249045
